,label,qualidade,Area,id_gh2ax,id_ku80,id_fak,id_dapi,tto,prot,image,nucleo
1842,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_74.tif,bom,3.992,144436.361,11369.585,27474.303,171464.527,dox_pf,ku80,01,0
1843,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_75.tif,bom,4.1,162345.71,17360.78,36207.756,203114.266,dox_pf,ku80,01,0
1844,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_76.tif,bom,2.573,134181.539,6106.27,24347.718,154257.259,dox_pf,ku80,01,0
1845,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_77.tif,bom,4.058,188511.718,9992.296,32706.681,236483.214,dox_pf,ku80,01,0
1846,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_78.tif,bom,3.668,190458.621,15154.637,34802.933,228712.316,dox_pf,ku80,01,0
1847,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_79.tif,bom,3.259,144600.214,16777.687,29279.297,179391.84,dox_pf,ku80,01,0
1848,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_8.tif,bom,2.516,115760.392,8683.472,27816.731,168275.307,dox_pf,ku80,01,0
1849,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_80.tif,bom,3.497,117183.994,12974.257,27057.136,246296.052,dox_pf,ku80,01,0
1850,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_81.tif,bom,5.164,248721.792,12089.297,48325.395,234314.474,dox_pf,ku80,01,0
1851,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_82.tif,bom,2.695,153817.76,7527.713,25029.643,171620.443,dox_pf,ku80,01,0
1852,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_83.tif,bom,6.129,320221.886,21578.095,53690.616,312251.154,dox_pf,ku80,01,0
1853,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_84.tif,bom,2.651,127154.972,7642.908,27464.677,132402.95,dox_pf,ku80,01,0
1854,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_85.tif,bom,7.51,382042.444,24689.423,70316.71,358412.442,dox_pf,ku80,01,0
1855,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_86.tif,bom,2.834,154501.924,9647.839,33245.99,133122.498,dox_pf,ku80,01,0
1856,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_87.tif,bom,8.801,458569.383,24287.177,81835.392,498105.26,dox_pf,ku80,01,0
1857,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_88.tif,bom,2.969,97617.979,7428.321,28258.362,281313.005,dox_pf,ku80,01,0
1858,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_89.tif,bom,3.676,167050.242,8886.328,39513.506,229250.77,dox_pf,ku80,01,0
1859,dox-PF-h2ax-647-ku80-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_9.tif,bom,2.744,144209.43,11292.789,28535.494,151758.399,dox_pf,ku80,01,0
1860,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_0.tif,bom,2.345,34352.314,5647.952,33944.336,98016.677,dox_pf,ku80,02,0
1861,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_1.tif,bom,2.703,63352.718,7712.303,38290.284,161012.892,dox_pf,ku80,02,0
1862,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_10.tif,bom,2.443,41965.89,6902.5,31905.617,152731.357,dox_pf,ku80,02,0
1863,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_11.tif,bom,2.245,25007.943,4695.08,29302.817,126359.959,dox_pf,ku80,02,0
1864,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_12.tif,bom,4.189,63833.608,9200.443,51487.121,217226.357,dox_pf,ku80,02,0
1865,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_13.tif,bom,2.479,33490.282,6151.667,41328.128,95888.161,dox_pf,ku80,02,0
1866,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_14.tif,bom,2.445,46663.609,7195.873,29921.915,130515.578,dox_pf,ku80,02,0
1867,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_15.tif,bom,2.333,44798.985,6380.652,34933.858,90477.286,dox_pf,ku80,02,0
1868,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_16.tif,bom,2.324,41584.09,7951.806,41647.823,106073.685,dox_pf,ku80,02,0
1869,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_17.tif,bom,2.248,49807.256,7829.954,30909.586,126609.907,dox_pf,ku80,02,0
1870,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_18.tif,bom,2.394,38120.0,6374.756,38361.761,122903.21,dox_pf,ku80,02,0
1871,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_19.tif,bom,2.445,56817.716,7544.701,35807.244,169621.902,dox_pf,ku80,02,0
1872,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_2.tif,bom,2.703,54891.617,5544.725,42849.687,77768.721,dox_pf,ku80,02,0
1873,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_20.tif,bom,5.502,148985.332,17462.639,89420.529,255397.738,dox_pf,ku80,02,0
1874,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_21.tif,bom,2.292,37843.218,9497.526,34177.908,136553.509,dox_pf,ku80,02,0
1875,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_22.tif,bom,3.406,60669.728,13069.007,53379.377,189909.831,dox_pf,ku80,02,0
1876,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_3.tif,bom,4.25,98994.24,9893.361,68569.751,157007.678,dox_pf,ku80,02,0
1877,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_4.tif,bom,2.443,47035.452,7664.054,34176.437,151278.507,dox_pf,ku80,02,0
1878,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_5.tif,bom,2.445,37731.757,6747.772,31010.886,131274.578,dox_pf,ku80,02,0
1879,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_6.tif,bom,2.433,38294.369,6009.198,37930.095,113429.764,dox_pf,ku80,02,0
1880,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_7.tif,bom,2.919,47915.232,8718.037,34614.698,157278.142,dox_pf,ku80,02,0
1881,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_8.tif,bom,2.687,35321.317,6718.317,34025.533,132279.611,dox_pf,ku80,02,0
1882,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_9.tif,bom,2.969,48599.386,7251.023,39213.961,153091.5,dox_pf,ku80,02,0
1883,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_0.tif,bom,3.602,78025.753,8542.857,62305.667,185657.586,dox_pf,ku80,02,1
1884,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_1.tif,bom,6.874,125296.184,16515.492,109262.209,348911.875,dox_pf,ku80,02,1
1885,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_10.tif,bom,2.883,54387.298,9149.478,47727.218,125272.412,dox_pf,ku80,02,1
1886,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_11.tif,bom,2.821,46735.087,9724.914,47509.414,206771.256,dox_pf,ku80,02,1
1887,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_12.tif,bom,3.659,65116.6,11011.682,50524.916,211234.497,dox_pf,ku80,02,1
1888,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_13.tif,bom,2.638,57349.52,6580.711,45215.485,167017.071,dox_pf,ku80,02,1
1889,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_14.tif,bom,4.04,77064.993,11101.602,60091.265,172559.273,dox_pf,ku80,02,1
1890,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_15.tif,bom,2.495,38319.206,5971.987,38124.462,134236.702,dox_pf,ku80,02,1
1891,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_16.tif,bom,4.503,63432.41,9528.944,67407.399,211795.402,dox_pf,ku80,02,1
1892,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_17.tif,bom,2.695,47212.221,7244.089,48444.2,104993.71,dox_pf,ku80,02,1
1893,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_18.tif,bom,2.969,59445.313,6227.946,55955.786,177523.339,dox_pf,ku80,02,1
1894,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_19.tif,bom,2.199,51587.605,5152.365,36213.352,105047.294,dox_pf,ku80,02,1
1895,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_2.tif,bom,2.547,38268.742,6520.091,41338.977,135060.617,dox_pf,ku80,02,1
1896,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_20.tif,bom,4.781,88640.992,10399.325,86024.036,183190.079,dox_pf,ku80,02,1
1897,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_21.tif,bom,2.414,33995.363,7965.768,35841.74,151515.716,dox_pf,ku80,02,1
1898,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_22.tif,bom,4.04,93701.416,10983.886,66074.92,253981.839,dox_pf,ku80,02,1
1899,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_23.tif,bom,2.296,35521.744,6874.258,35628.304,210243.856,dox_pf,ku80,02,1
1900,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_24.tif,bom,2.495,41844.129,6832.292,32966.29,234170.159,dox_pf,ku80,02,1
1901,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_25.tif,bom,2.59,49338.805,6849.793,39863.166,238139.216,dox_pf,ku80,02,1
1902,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_26.tif,bom,3.393,50389.146,7823.122,65480.642,228365.276,dox_pf,ku80,02,1
1903,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_3.tif,bom,3.081,60488.111,8444.415,47793.295,153634.085,dox_pf,ku80,02,1
1904,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_4.tif,bom,2.339,31779.734,4507.563,39405.901,182424.688,dox_pf,ku80,02,1
1905,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_5.tif,bom,3.081,48387.681,7736.111,47984.635,188650.462,dox_pf,ku80,02,1
1906,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_6.tif,bom,2.495,49481.847,9957.245,51973.467,104716.208,dox_pf,ku80,02,1
1907,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_7.tif,bom,2.547,42349.545,5138.847,46029.445,128264.489,dox_pf,ku80,02,1
1908,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_8.tif,bom,2.345,35491.705,7929.704,30084.059,167539.146,dox_pf,ku80,02,1
1909,dox-PF-h2ax-647-ku80-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_9.tif,bom,2.296,26527.659,6224.751,39940.864,156462.564,dox_pf,ku80,02,1
1910,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_0.tif,bom,2.678,53529.466,20125.857,31545.014,48293.913,dox_pf,ku80,03,0
1911,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_1.tif,bom,3.135,51061.991,18531.983,30984.27,44682.225,dox_pf,ku80,03,0
1912,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_10.tif,bom,2.547,58717.249,15709.06,27606.579,47111.999,dox_pf,ku80,03,0
1913,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_11.tif,bom,5.557,173641.507,33391.76,67384.191,92435.259,dox_pf,ku80,03,0
1914,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_12.tif,bom,5.536,154086.582,31670.966,55947.072,76509.626,dox_pf,ku80,03,0
1915,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_13.tif,bom,2.844,66229.402,19440.339,29494.454,42495.654,dox_pf,ku80,03,0
1916,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_14.tif,bom,3.437,65224.025,25603.729,38057.927,51402.563,dox_pf,ku80,03,0
1917,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_15.tif,bom,2.81,53586.099,26057.984,29973.481,59566.658,dox_pf,ku80,03,0
1918,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_16.tif,bom,3.075,100824.32,18621.061,40346.403,35291.445,dox_pf,ku80,03,0
1919,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_17.tif,bom,2.394,52833.745,16430.811,24829.435,39828.375,dox_pf,ku80,03,0
1920,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_18.tif,bom,4.616,161297.531,31181.653,66912.353,69197.554,dox_pf,ku80,03,0
1921,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_19.tif,bom,3.087,84873.802,22305.137,35473.07,50523.399,dox_pf,ku80,03,0
1922,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_2.tif,bom,3.03,73803.114,15435.803,33841.657,47891.965,dox_pf,ku80,03,0
1923,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_20.tif,bom,3.431,90606.437,21563.933,39509.412,47962.402,dox_pf,ku80,03,0
1924,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_21.tif,bom,3.087,77753.295,24364.981,32070.655,53788.784,dox_pf,ku80,03,0
1925,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_22.tif,bom,3.2,81908.666,19639.149,35174.709,34605.466,dox_pf,ku80,03,0
1926,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_23.tif,bom,4.416,119350.724,35080.512,40491.927,122946.513,dox_pf,ku80,03,0
1927,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_24.tif,bom,2.865,51332.926,19412.357,28116.459,33055.179,dox_pf,ku80,03,0
1928,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_25.tif,bom,4.054,116376.248,29814.173,43376.959,90742.651,dox_pf,ku80,03,0
1929,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_26.tif,bom,2.582,55193.165,21417.82,28201.152,39002.508,dox_pf,ku80,03,0
1930,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_27.tif,bom,2.492,64710.001,18579.119,27142.088,51841.556,dox_pf,ku80,03,0
1931,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_28.tif,bom,3.085,99724.011,20059.112,42723.183,45324.66,dox_pf,ku80,03,0
1932,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_29.tif,bom,2.599,59718.464,21460.143,31438.818,32646.489,dox_pf,ku80,03,0
1933,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_3.tif,bom,2.744,68733.581,17858.046,29291.176,41004.019,dox_pf,ku80,03,0
1934,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_30.tif,bom,7.233,265056.191,46699.871,90108.493,110720.765,dox_pf,ku80,03,0
1935,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_31.tif,bom,3.376,101601.707,25247.94,40487.109,58009.729,dox_pf,ku80,03,0
1936,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_32.tif,bom,3.318,99754.432,19762.071,33722.032,65237.709,dox_pf,ku80,03,0
1937,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_33.tif,bom,3.431,92043.885,23009.791,39445.13,59897.9,dox_pf,ku80,03,0
1938,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_34.tif,bom,2.807,91391.187,20867.303,35058.427,59160.952,dox_pf,ku80,03,0
1939,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_35.tif,bom,4.318,118301.125,28732.534,44408.149,55700.025,dox_pf,ku80,03,0
1940,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_36.tif,bom,4.875,108021.549,37011.454,40847.094,96316.639,dox_pf,ku80,03,0
1941,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_37.tif,bom,2.439,44361.287,15291.703,26863.332,44737.908,dox_pf,ku80,03,0
1942,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_38.tif,bom,3.995,105158.775,25059.056,50472.892,63814.113,dox_pf,ku80,03,0
1943,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_39.tif,bom,3.145,113921.858,19721.837,36642.237,44963.785,dox_pf,ku80,03,0
1944,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_4.tif,bom,4.125,125730.55,24629.993,47837.296,75933.693,dox_pf,ku80,03,0
1945,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_40.tif,bom,5.967,151775.906,34073.979,56287.385,92479.617,dox_pf,ku80,03,0
1946,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_41.tif,bom,3.431,133190.658,19573.286,45008.921,64585.522,dox_pf,ku80,03,0
1947,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_42.tif,bom,2.859,105962.466,20066.391,34185.971,70161.738,dox_pf,ku80,03,0
1948,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_43.tif,bom,2.391,47760.732,18568.962,25326.727,43431.02,dox_pf,ku80,03,0
1949,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_44.tif,bom,2.903,73517.915,18904.894,39531.935,49343.167,dox_pf,ku80,03,0
1950,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_45.tif,bom,2.651,92172.41,16981.523,39341.166,53299.077,dox_pf,ku80,03,0
1951,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_5.tif,bom,2.836,61184.945,18241.733,39301.855,42431.819,dox_pf,ku80,03,0
1952,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_6.tif,bom,2.445,61899.706,20140.922,27024.039,50260.442,dox_pf,ku80,03,0
1953,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_7.tif,bom,4.017,86779.202,25659.914,44480.665,71799.908,dox_pf,ku80,03,0
1954,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_8.tif,bom,3.674,101591.377,23154.361,41479.745,69432.042,dox_pf,ku80,03,0
1955,dox-PF-h2ax-647-ku80-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(11).tifnucleo_0-roi_9.tif,bom,4.584,149055.633,27064.761,51984.737,70680.538,dox_pf,ku80,03,0
1956,dox-PF-h2ax-647-ku80-564-fak-488-dapi-04_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_0.tif,bom,2.443,40787.663,8462.611,40135.587,250175.14,dox_pf,ku80,04,0
1957,dox-PF-h2ax-647-ku80-564-fak-488-dapi-04_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_1.tif,bom,2.439,48480.045,12197.661,34307.591,264318.427,dox_pf,ku80,04,0
1958,dox-PF-h2ax-647-ku80-564-fak-488-dapi-04_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_10.tif,bom,2.751,53935.538,14154.175,33278.34,276453.563,dox_pf,ku80,04,0
1959,dox-PF-h2ax-647-ku80-564-fak-488-dapi-04_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_11.tif,bom,3.327,55900.873,12102.226,39447.157,307513.016,dox_pf,ku80,04,0
1960,dox-PF-h2ax-647-ku80-564-fak-488-dapi-04_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_12.tif,bom,2.343,62332.386,10685.257,29676.489,181867.292,dox_pf,ku80,04,0
1961,dox-PF-h2ax-647-ku80-564-fak-488-dapi-04_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_13.tif,bom,2.443,42081.537,11155.972,34324.946,193405.1,dox_pf,ku80,04,0
1962,dox-PF-h2ax-647-ku80-564-fak-488-dapi-04_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_14.tif,bom,4.058,81089.835,15168.736,60292.547,382282.115,dox_pf,ku80,04,0
1963,dox-PF-h2ax-647-ku80-564-fak-488-dapi-04_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_15.tif,bom,2.541,67188.125,13295.711,32871.61,330488.608,dox_pf,ku80,04,0
