 	Label	Area	Mean	IntDen	RawIntDen	Image A	Image B	ROI	Auto Threshold A	Auto Threshold B	Using Stack Histogram	Pearson's Coefficient	M1	M2	Threshold A	Threshold B	Thresholded M1	Thresholded M2	Random Pearson Costes 2D	Random Pearson Costes 2D pValueCorrelated	Random Pearson Costes 2D pValueAntiCorrelated	Area tot	Area A	Area B	Area Overlap	Timepoint
73		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	combine	Otsu	Otsu	True	-0.144	0.907	0.976	2023	864	0.151	0.087	-8.320	2.892E-32	1.000	55.976	8.855	18.589	1.504	1
74		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18).tif T1	nucleus without clusters	Otsu	Otsu	True	-0.042	0.966	0.984	865	1129	0.181	0.093	-5.033	5.472E-13	1.000	184.020	25.670	54.888	5.113	1
75		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	nucleus	Otsu	Otsu	True	-0.047	0.964	0.958	2911	1850	0.265	0.094	-6.315	2.110E-19	1.000	287.327	33.083	91.758	8.981	1
76		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	combine	Otsu	Otsu	True	-0.101	0.957	0.949	3744	1751	0.305	0.124	-7.102	4.926E-24	1.000	82.577	13.702	32.541	4.282	1
77		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15).tif T1	nucleus without clusters	Otsu	Otsu	True	-0.039	0.968	0.962	1807	1850	0.256	0.177	-5.176	1.241E-13	1.000	204.756	40.291	61.920	10.724	1
78		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	nucleus	Otsu	Otsu	True	-0.018	0.965	0.955	2905	1704	0.307	0.084	-3.361	1.001E-6	1.000	237.428	22.960	81.158	7.286	1
79		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	combine	Otsu	Otsu	True	-0.115	0.962	0.936	3930	1637	0.308	0.098	-6.273	3.601E-19	1.000	49.666	7.310	21.810	2.357	1
80		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_1(15).tif T1	nucleus without clusters	Otsu	Otsu	True	0.004	0.966	0.961	1969	1704	0.322	0.137	0.526	0.771	0.229	187.763	26.661	60.640	8.573	1
81		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	nucleus	Otsu	Otsu	True	-0.016	0.952	0.976	1405	3867	0.016	0.067	-2.388	3.667E-4	1.000	257.256	15.486	3.675	0.227	1
82		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	combine	Otsu	Otsu	True	-0.025	0.919	0.967	1741	3626	0.015	0.125	-0.897	0.102	0.898	50.891	7.169	0.698	0.079	1
83		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_0(11).tif T1	nucleus without clusters	Otsu	Otsu	True	-0.003	0.969	0.978	759	4035	0.016	0.157	0.011	0.506	0.494	207.439	27.592	2.818	0.420	1
84		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_1(9).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_1(9).tif T1	nucleus	Otsu	Otsu	True	0.010	0.991	0.988	790	1102	0.426	0.146	-0.171	0.404	0.596	198.077	30.179	87.884	12.986	1
85		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_1(9).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_1(9).tif T1	combine	Otsu	Otsu	True	-0.083	0.997	0.985	928	1173	0.364	0.162	-6.437	4.382E-20	1.000	73.459	14.401	32.201	5.304	1
86		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_1(9).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-05_Out_Channel Alignment.czi_nucleo_1(9).tif T1	nucleus without clusters	Otsu	Otsu	True	0.045	0.985	0.989	587	1102	0.433	0.203	4.044	1.000	5.374E-9	124.618	23.628	51.490	10.302	1
87		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	nucleus	Otsu	Otsu	True	-0.156	0.992	0.983	1391	1718	0.207	0.115	-31.247	0.000	1.000	445.773	72.883	149.225	17.097	1
88		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	combine	Otsu	Otsu	True	-0.272	0.984	0.980	1783	1492	0.197	0.080	-29.162	0.000	1.000	163.983	26.626	75.279	6.136	1
89		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	nucleus without clusters	Otsu	Otsu	True	-0.015	0.999	0.985	998	1718	0.302	0.221	-3.373	9.190E-7	1.000	285.062	69.174	97.904	21.446	1
90		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	nucleus	Otsu	Otsu	True	-0.119	0.971	0.973	1571	1111	0.180	0.049	-17.927	4.210E-142	1.000	243.347	21.787	85.985	4.384	1
91		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	combine	Otsu	Otsu	True	-0.192	0.961	0.967	1893	1052	0.179	0.077	-13.727	3.030E-84	1.000	74.837	11.868	28.578	2.334	1
92		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	nucleus without clusters	Otsu	Otsu	True	-0.069	0.980	0.975	856	1181	0.236	0.135	-8.082	1.497E-30	1.000	168.687	28.841	53.954	7.224	1
93		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	nucleus	Otsu	Otsu	True	-0.154	0.909	0.968	1498	1041	0.117	0.037	-20.183	1.731E-179	1.000	234.859	20.034	86.668	2.764	1
94		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	combine	Otsu	Otsu	True	-0.184	0.797	0.950	2247	835	0.092	0.054	-8.774	1.173E-35	1.000	37.509	4.529	11.477	0.464	1
95		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	nucleus without clusters	Otsu	Otsu	True	-0.113	0.949	0.970	1041	1041	0.199	0.078	-13.517	9.420E-82	1.000	198.513	25.822	78.801	5.768	1
96		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	nucleus	Otsu	Otsu	True	-0.162	0.942	0.952	4035	1716	0.144	0.036	-22.226	3.635E-217	1.000	251.142	21.678	99.895	3.488	1
97		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	combine	Otsu	Otsu	True	-0.261	0.921	0.930	4769	1513	0.129	0.043	-16.887	2.338E-126	1.000	74.142	9.830	31.352	1.426	1
98		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	nucleus without clusters	Otsu	Otsu	True	-0.085	0.957	0.961	2706	1716	0.239	0.076	-11.312	6.594E-58	1.000	178.356	21.275	73.489	5.499	1
99		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-09_Out_Channel Alignment.czi_nucleo_0(6).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-09_Out_Channel Alignment.czi_nucleo_0(6).tif T1	nucleus	Otsu	Otsu	True	-0.151	0.951	0.972	688	1073	0.207	0.099	-27.388	0.000	1.000	332.162	52.008	117.755	11.423	1
100		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-09_Out_Channel Alignment.czi_nucleo_0(6).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-09_Out_Channel Alignment.czi_nucleo_0(6).tif T1	combine	Otsu	Otsu	True	-0.250	0.869	0.961	838	1015	0.120	0.077	-20.233	2.233E-180	1.000	59.793	10.146	18.584	1.391	1
101		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-09_Out_Channel Alignment.czi_nucleo_0(6).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-09_Out_Channel Alignment.czi_nucleo_0(6).tif T1	nucleus without clusters	Otsu	Otsu	True	-0.107	0.974	0.973	612	1136	0.214	0.121	-21.003	3.494E-194	1.000	272.465	47.815	89.489	10.560	1
102		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_0(13).tif T1	nucleus	Otsu	Otsu	True	-0.013	0.936	0.967	1483	993	0.291	0.080	-2.582	1.301E-4	1.000	215.790	20.746	84.335	6.562	1
103		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_0(13).tif T1	combine	Otsu	Otsu	True	-0.139	0.861	0.947	1944	918	0.182	0.079	-6.977	2.906E-23	1.000	35.597	4.670	12.414	0.946	1
104		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-15_Out_Channel Alignment.czi_nucleo_0(13).tif T1	nucleus without clusters	Otsu	Otsu	True	0.045	0.958	0.970	1169	1075	0.336	0.132	5.966	1.000	1.623E-17	180.193	23.362	64.717	8.228	1
105		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	nucleus	Otsu	Otsu	True	-0.076	0.950	0.952	1852	1479	0.212	0.054	-11.041	2.897E-55	1.000	267.571	23.011	103.221	5.440	1
106		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	combine	Otsu	Otsu	True	-0.134	0.892	0.926	2679	1262	0.168	0.053	-6.953	4.032E-23	1.000	41.157	4.783	13.611	0.777	1
107		0.000	0	0.000	0	C3-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	nucleus without clusters	Otsu	Otsu	True	-0.035	0.968	0.956	1482	1479	0.285	0.081	-4.708	1.393E-11	1.000	226.917	23.567	92.666	7.262	1
