 	Image A	Image B	ROI	Auto Threshold A	Auto Threshold B	Using Stack Histogram	Pearson's Coefficient	M1	M2	Threshold A	Threshold B	Thresholded M1	Thresholded M2	Random Pearson Costes 2D	Random Pearson Costes 2D pValueCorrelated	Random Pearson Costes 2D pValueAntiCorrelated	Area tot	Area A	Area B	Area Overlap	Timepoint
76	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_0(9).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	-0.008	0.766	0.999	1718	8005	0.169	0.329	-2.391	3.61E-04	1	369.627	129.067	66.436	22.035	1
77	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	nucleus	Otsu	Otsu	TRUE	-0.07	0.439	0.956	1141	6063	0.011	0.233	-9.07	5.77E-38	1	243.347	82.402	4.51	0.936	1
78	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	combine	Otsu	Otsu	TRUE	-0.149	0.561	0.907	1024	2892	0.028	0.107	-5.383	1.34E-14	1	29.38	8.068	2.454	0.262	1
79	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-06_Out_Channel Alignment.czi_nucleo_1(11).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	-0.056	0.426	0.966	1141	7041	0.01	0.256	-6.619	3.96E-21	1	214.011	75.847	3.082	0.724	1
80	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	nucleus	Otsu	Otsu	TRUE	-0.044	0.572	0.927	1071	2356	0.013	0.272	-5.847	6.76E-17	1	234.859	86.192	3.473	1.031	1
81	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	combine	Otsu	Otsu	TRUE	-0.115	0.79	0.716	690	3290	0.012	0.167	-2.502	2.01E-04	1	10.508	3.091	0.245	0.05	1
82	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-07_Out_Channel Alignment.czi_nucleo_2(11).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	-0.028	0.567	0.95	1071	2356	0.013	0.31	-4.082	3.89E-09	1	224.352	84.763	3.049	1.022	1
83	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	nucleus	Otsu	Otsu	TRUE	-0.107	0.518	0.931	1716	1871	0.006	0.126	-16.77	1.23E-124	1	251.142	99.895	5.022	0.625	1
84	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	combine	Otsu	Otsu	TRUE	-0.155	0.634	0.923	1447	2609	0.005	0.062	-4.785	6.57E-12	1	26.857	9.396	1.016	0.065	1
85	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-08_Out_Channel Alignment.czi_nucleo_0(13).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	-0.088	0.507	0.934	1716	1497	0.01	0.189	-11.316	6.13E-58	1	224.285	92.805	4.995	0.93	1
86	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	nucleus	Otsu	Otsu	TRUE	-0.071	0.54	0.934	1479	3475	3.85E-04	0.115	-10.58	6.43E-51	1	267.571	103.221	0.33	0.047	1
87	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	combine	Otsu	Otsu	TRUE	-0.105	0.69	0.735	1262	2303	0	0	-2.701	6.67E-05	1	8.693	1.787	0.027	0	1
88	C2-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	C1-d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16).tif T1	nucleus without clusters	Otsu	Otsu	TRUE	-0.066	0.537	0.945	1479	3549	3.74E-04	0.118	-9.999	1.07E-45	1	259.005	101.861	0.304	0.045	1
